,wavelength,intensity,acqTime,time,n
104,201.63889717675076,3133.3821446085108,11,1610560297.524423,1
105,201.8560319838908,3140.5237563341143,11,1610560297.524423,1
106,202.07315574852964,3131.59674167711,11,1610560297.524423,1
107,202.29026846846523,3133.3821446085108,11,1610560297.524423,1
108,202.5073701414955,3135.1675475399115,11,1610560297.524423,1
109,202.72446076541837,3117.313518225903,11,1610560297.524423,1
110,202.9415403380318,3113.7427123631014,11,1610560297.524423,1
111,203.15860885713374,3176.2318149621315,11,1610560297.524423,1
112,203.37566632052207,3128.0259358143085,11,1610560297.524423,1
113,203.59271272599477,3060.1806244210757,11,1610560297.524423,1
114,203.80974807134976,3086.9616683920885,11,1610560297.524423,1
115,204.02677235438495,3163.7339944423256,11,1610560297.524423,1
116,204.24378557289833,3128.0259358143085,11,1610560297.524423,1
117,204.4607877246878,3135.1675475399115,11,1610560297.524423,1
118,204.6777788075513,3083.3908625292866,11,1610560297.524423,1
119,204.89475881928678,3101.2448918432956,11,1610560297.524423,1
120,205.11172775769214,3078.0346537350842,11,1610560297.524423,1
121,205.32868562056535,3160.1631885795236,11,1610560297.524423,1
122,205.54563240570434,3106.601100637498,11,1610560297.524423,1
123,205.76256811090704,3131.59674167711,11,1610560297.524423,1
124,205.97949273397137,3133.3821446085108,11,1610560297.524423,1
125,206.1964062726953,3103.0302947746964,11,1610560297.524423,1
126,206.41330872487674,3083.3908625292866,11,1610560297.524423,1
127,206.63020008831361,3174.4464120307307,11,1610560297.524423,1
128,206.8470803608039,3115.528115294502,11,1610560297.524423,1
129,207.06394954014547,3192.3004413447393,11,1610560297.524423,1
130,207.28080762413634,3104.815697706097,11,1610560297.524423,1
131,207.49765461057436,3163.7339944423256,11,1610560297.524423,1
132,207.71449049725754,3111.9573094317007,11,1610560297.524423,1
133,207.93131528198376,3183.373426687735,11,1610560297.524423,1
134,208.148128962551,3103.0302947746964,11,1610560297.524423,1
135,208.36493153675715,3088.7470713234893,11,1610560297.524423,1
136,208.58172300240017,3124.4551299515065,11,1610560297.524423,1
137,208.798503357278,3185.1588296191358,11,1610560297.524423,1
138,209.01527259918856,3145.879965128317,11,1610560297.524423,1
139,209.2320307259298,3115.528115294502,11,1610560297.524423,1
140,209.44877773529967,3076.2492508036835,11,1610560297.524423,1
141,209.66551362509605,3115.528115294502,11,1610560297.524423,1
142,209.88223839311695,3106.601100637498,11,1610560297.524423,1
143,210.09895203716025,3172.66100909933,11,1610560297.524423,1
144,210.31565455502388,3158.377785648123,11,1610560297.524423,1
145,210.5323459445058,3138.7383534027135,11,1610560297.524423,1
146,210.74902620340396,3086.9616683920885,11,1610560297.524423,1
147,210.96569532951628,3153.02157685392,11,1610560297.524423,1
148,211.1823533206407,3172.66100909933,11,1610560297.524423,1
149,211.3990001745751,3108.3865035688987,11,1610560297.524423,1
150,211.6156358891175,3111.9573094317007,11,1610560297.524423,1
151,211.8322604620658,3161.948591510925,11,1610560297.524423,1
152,212.0488738912179,3101.2448918432956,11,1610560297.524423,1
153,212.2654761743718,3144.094562196916,11,1610560297.524423,1
154,212.48206730932537,3147.665368059718,11,1610560297.524423,1
155,212.6986472938766,3192.3004413447393,11,1610560297.524423,1
156,212.91521612582343,3067.322236146679,11,1610560297.524423,1
157,213.13177380296375,3151.2361739225194,11,1610560297.524423,1
158,213.3483203230955,3129.8113387457092,11,1610560297.524423,1
159,213.56485568401666,3095.888683049093,11,1610560297.524423,1
160,213.78137988352512,3156.592382716722,11,1610560297.524423,1
161,213.9978929194188,3183.373426687735,11,1610560297.524423,1
162,214.2143947894957,3076.2492508036835,11,1610560297.524423,1
163,214.43088549155374,3183.373426687735,11,1610560297.524423,1
164,214.64736502339082,3179.8026208249335,11,1610560297.524423,1
165,214.8638333828049,3081.605459597886,11,1610560297.524423,1
166,215.08029056759386,3113.7427123631014,11,1610560297.524423,1
167,215.29673657555574,3138.7383534027135,11,1610560297.524423,1
168,215.5131714044884,3142.309159265515,11,1610560297.524423,1
169,215.72959505218978,3126.2405328829072,11,1610560297.524423,1
170,215.94600751645785,3169.090203236528,11,1610560297.524423,1
171,216.16240879509053,3170.875606167929,11,1610560297.524423,1
172,216.37879888588571,3129.8113387457092,11,1610560297.524423,1
173,216.5951777866414,3167.304800305127,11,1610560297.524423,1
174,216.81154549515549,3206.5836647959463,11,1610560297.524423,1
175,217.02790200922593,3074.4638478722823,11,1610560297.524423,1
176,217.24424732665065,3099.4594889118944,11,1610560297.524423,1
177,217.46058144522758,3122.6697270201057,11,1610560297.524423,1
178,217.67690436275467,3111.9573094317007,11,1610560297.524423,1
179,217.89321607702982,3195.871247207541,11,1610560297.524423,1
180,218.10951658585103,3051.2536097640714,11,1610560297.524423,1
181,218.32580588701617,3128.0259358143085,11,1610560297.524423,1
182,218.54208397832323,3108.3865035688987,11,1610560297.524423,1
183,218.7583508575701,3181.588023756334,11,1610560297.524423,1
184,218.97460652255472,3158.377785648123,11,1610560297.524423,1
185,219.19085097107506,3176.2318149621315,11,1610560297.524423,1
186,219.40708420092903,3124.4551299515065,11,1610560297.524423,1
187,219.62330620991457,3179.8026208249335,11,1610560297.524423,1
188,219.83951699582963,3119.098921157304,11,1610560297.524423,1
189,220.0557165564721,3183.373426687735,11,1610560297.524423,1
190,220.27190488963998,3138.7383534027135,11,1610560297.524423,1
191,220.48808199313115,3190.5150384133385,11,1610560297.524423,1
192,220.70424786474356,3165.5193973737264,11,1610560297.524423,1
193,220.92040250227515,3206.5836647959463,11,1610560297.524423,1
194,221.13654590352388,3160.1631885795236,11,1610560297.524423,1
195,221.35267806628764,3179.8026208249335,11,1610560297.524423,1
196,221.5687989883644,3056.6098185582737,11,1610560297.524423,1
197,221.7849086675521,3140.5237563341143,11,1610560297.524423,1
198,222.0010071016486,3160.1631885795236,11,1610560297.524423,1
199,222.21709428845193,3144.094562196916,11,1610560297.524423,1
200,222.43317022576,3179.8026208249335,11,1610560297.524423,1
201,222.6492349113707,3195.871247207541,11,1610560297.524423,1
202,222.86528834308203,3120.884324088705,11,1610560297.524423,1
203,223.08133051869189,3119.098921157304,11,1610560297.524423,1
204,223.2973614359982,3126.2405328829072,11,1610560297.524423,1
205,223.51338109279894,3161.948591510925,11,1610560297.524423,1
206,223.72938948689202,3115.528115294502,11,1610560297.524423,1
207,223.94538661607535,3124.4551299515065,11,1610560297.524423,1
208,224.16137247814692,3142.309159265515,11,1610560297.524423,1
209,224.37734707090462,3142.309159265515,11,1610560297.524423,1
210,224.5933103921464,3185.1588296191358,11,1610560297.524423,1
211,224.80926243967022,3201.2274560017436,11,1610560297.524423,1
212,225.02520321127398,3176.2318149621315,11,1610560297.524423,1
213,225.24113270475561,3135.1675475399115,11,1610560297.524423,1
214,225.45705091791308,3188.7296354819377,11,1610560297.524423,1
215,225.6729578485443,3174.4464120307307,11,1610560297.524423,1
216,225.88885349444723,3072.6784449408815,11,1610560297.524423,1
217,226.10473785341978,3156.592382716722,11,1610560297.524423,1
218,226.3206109232599,3120.884324088705,11,1610560297.524423,1
219,226.5364727017655,3136.9529504713128,11,1610560297.524423,1
220,226.75232318673454,3111.9573094317007,11,1610560297.524423,1
221,226.96816237596497,3122.6697270201057,11,1610560297.524423,1
222,227.1839902672547,3195.871247207541,11,1610560297.524423,1
223,227.39980685840166,3063.751430283877,11,1610560297.524423,1
224,227.61561214720382,3122.6697270201057,11,1610560297.524423,1
225,227.83140613145906,3117.313518225903,11,1610560297.524423,1
226,228.04718880896536,3086.9616683920885,11,1610560297.524423,1
227,228.26296017752063,3147.665368059718,11,1610560297.524423,1
228,228.47872023492283,3160.1631885795236,11,1610560297.524423,1
229,228.6944689789699,3151.2361739225194,11,1610560297.524423,1
230,228.91020640745973,3154.8069797853213,11,1610560297.524423,1
231,229.1259325181903,3179.8026208249335,11,1610560297.524423,1
232,229.34164730895952,3117.313518225903,11,1610560297.524423,1
233,229.55735077756532,3151.2361739225194,11,1610560297.524423,1
234,229.77304292180568,3111.9573094317007,11,1610560297.524423,1
235,229.9887237394785,3163.7339944423256,11,1610560297.524423,1
236,230.20439322838172,3126.2405328829072,11,1610560297.524423,1
237,230.42005138631325,3136.9529504713128,11,1610560297.524423,1
238,230.6356982110711,3151.2361739225194,11,1610560297.524423,1
239,230.8513337004531,3117.313518225903,11,1610560297.524423,1
240,231.06695785225727,3103.0302947746964,11,1610560297.524423,1
241,231.2825706642815,3185.1588296191358,11,1610560297.524423,1
242,231.49817213432377,3119.098921157304,11,1610560297.524423,1
243,231.71376226018197,3208.369067727347,11,1610560297.524423,1
244,231.92934103965405,3083.3908625292866,11,1610560297.524423,1
245,232.14490847053796,3176.2318149621315,11,1610560297.524423,1
246,232.3604645506316,3106.601100637498,11,1610560297.524423,1
247,232.57600927773296,3156.592382716722,11,1610560297.524423,1
248,232.79154264963995,3158.377785648123,11,1610560297.524423,1
249,233.00706466415045,3188.7296354819377,11,1610560297.524423,1
250,233.22257531906249,3128.0259358143085,11,1610560297.524423,1
251,233.43807461217395,3170.875606167929,11,1610560297.524423,1
252,233.65356254128278,3135.1675475399115,11,1610560297.524423,1
253,233.8690391041869,3169.090203236528,11,1610560297.524423,1
254,234.08450429868424,3119.098921157304,11,1610560297.524423,1
255,234.29995812257278,3117.313518225903,11,1610560297.524423,1
256,234.5154005736504,3131.59674167711,11,1610560297.524423,1
257,234.73083164971507,3181.588023756334,11,1610560297.524423,1
258,234.94625134856474,3110.1719065003,11,1610560297.524423,1
259,235.1616596679973,3095.888683049093,11,1610560297.524423,1
260,235.3770566058107,3222.6522911785537,11,1610560297.524423,1
261,235.5924421598029,3186.9442325505365,11,1610560297.524423,1
262,235.80781632777183,3119.098921157304,11,1610560297.524423,1
263,236.0231791075154,3144.094562196916,11,1610560297.524423,1
264,236.23853049683154,3158.377785648123,11,1610560297.524423,1
265,236.45387049351822,3097.6740859804936,11,1610560297.524423,1
266,236.66919909537336,3097.6740859804936,11,1610560297.524423,1
267,236.88451630019492,3156.592382716722,11,1610560297.524423,1
268,237.0998221057808,3051.2536097640714,11,1610560297.524423,1
269,237.3151165099289,3204.798261864545,11,1610560297.524423,1
270,237.53039951043726,3217.2960823843514,11,1610560297.524423,1
271,237.74567110510372,3138.7383534027135,11,1610560297.524423,1
272,237.96093129172627,3142.309159265515,11,1610560297.524423,1
273,238.1761800681028,3208.369067727347,11,1610560297.524423,1
274,238.3914174320313,3060.1806244210757,11,1610560297.524423,1
275,238.60664338130968,3190.5150384133385,11,1610560297.524423,1
276,238.82185791373587,3090.53247425489,11,1610560297.524423,1
277,239.0370610271078,3153.02157685392,11,1610560297.524423,1
278,239.2522527192234,3115.528115294502,11,1610560297.524423,1
279,239.46743298788064,3186.9442325505365,11,1610560297.524423,1
280,239.68260183087745,3113.7427123631014,11,1610560297.524423,1
281,239.8977592460117,3099.4594889118944,11,1610560297.524423,1
282,240.1129052310814,3126.2405328829072,11,1610560297.524423,1
283,240.32803978388446,3211.9398735901486,11,1610560297.524423,1
284,240.54316290221882,3151.2361739225194,11,1610560297.524423,1
285,240.75827458388244,3135.1675475399115,11,1610560297.524423,1
286,240.9733748266732,3149.4507709911186,11,1610560297.524423,1
287,241.18846362838903,3220.866888247153,11,1610560297.524423,1
288,241.40354098682792,3145.879965128317,11,1610560297.524423,1
289,241.6186068997878,3165.5193973737264,11,1610560297.524423,1
290,241.83366136506658,3167.304800305127,11,1610560297.524423,1
291,242.0487043804622,3178.0172178935322,11,1610560297.524423,1
292,242.2637359437726,3153.02157685392,11,1610560297.524423,1
293,242.4787560527957,3104.815697706097,11,1610560297.524423,1
294,242.69376470532944,3147.665368059718,11,1610560297.524423,1
295,242.9087618991718,3154.8069797853213,11,1610560297.524423,1
296,243.12374763212065,3106.601100637498,11,1610560297.524423,1
297,243.33872190197397,3140.5237563341143,11,1610560297.524423,1
298,243.55368470652968,3160.1631885795236,11,1610560297.524423,1
299,243.7686360435857,3192.3004413447393,11,1610560297.524423,1
300,243.98357591093998,3138.7383534027135,11,1610560297.524423,1
301,244.19850430639048,3181.588023756334,11,1610560297.524423,1
302,244.4134212277351,3081.605459597886,11,1610560297.524423,1
303,244.62832667277178,3208.369067727347,11,1610560297.524423,1
304,244.84322063929847,3131.59674167711,11,1610560297.524423,1
305,245.0581031251131,3219.081485315752,11,1610560297.524423,1
306,245.27297412801357,3036.9703863128643,11,1610560297.524423,1
307,245.4878336457979,3061.9660273524764,11,1610560297.524423,1
308,245.70268167626392,3104.815697706097,11,1610560297.524423,1
309,245.91751821720965,3158.377785648123,11,1610560297.524423,1
310,246.132343266433,3167.304800305127,11,1610560297.524423,1
311,246.34715682173191,3129.8113387457092,11,1610560297.524423,1
312,246.56195888090429,3067.322236146679,11,1610560297.524423,1
313,246.77674944174805,3174.4464120307307,11,1610560297.524423,1
314,246.99152850206121,3147.665368059718,11,1610560297.524423,1
315,247.20629605964166,3215.5106794529506,11,1610560297.524423,1
316,247.42105211228733,3154.8069797853213,11,1610560297.524423,1
317,247.63579665779616,3172.66100909933,11,1610560297.524423,1
318,247.85052969396608,3133.3821446085108,11,1610560297.524423,1
319,248.06525121859505,3113.7427123631014,11,1610560297.524423,1
320,248.27996122948096,3151.2361739225194,11,1610560297.524423,1
321,248.49465972442178,3199.442053070343,11,1610560297.524423,1
322,248.70934670121545,3144.094562196916,11,1610560297.524423,1
323,248.92402215765986,3185.1588296191358,11,1610560297.524423,1
324,249.138686091553,3153.02157685392,11,1610560297.524423,1
325,249.35333850069281,3183.373426687735,11,1610560297.524423,1
326,249.56797938287718,3142.309159265515,11,1610560297.524423,1
327,249.78260873590403,3115.528115294502,11,1610560297.524423,1
328,249.99722655757137,3106.601100637498,11,1610560297.524423,1
329,250.21183284567712,3158.377785648123,11,1610560297.524423,1
330,250.42642759801913,3142.309159265515,11,1610560297.524423,1
331,250.64101081239542,3185.1588296191358,11,1610560297.524423,1
332,250.8555824866039,3172.66100909933,11,1610560297.524423,1
333,251.0701426184425,3131.59674167711,11,1610560297.524423,1
334,251.28469120570918,3090.53247425489,11,1610560297.524423,1
335,251.49922824620185,3170.875606167929,11,1610560297.524423,1
336,251.71375373771843,3153.02157685392,11,1610560297.524423,1
337,251.9282676780569,3097.6740859804936,11,1610560297.524423,1
338,252.14277006501518,3172.66100909933,11,1610560297.524423,1
339,252.3572608963912,3103.0302947746964,11,1610560297.524423,1
340,252.5717401699829,3160.1631885795236,11,1610560297.524423,1
341,252.78620788358816,3154.8069797853213,11,1610560297.524423,1
342,253.000664035005,3178.0172178935322,11,1610560297.524423,1
343,253.21510862203132,3133.3821446085108,11,1610560297.524423,1
344,253.42954164246504,3129.8113387457092,11,1610560297.524423,1
345,253.64396309410412,3158.377785648123,11,1610560297.524423,1
346,253.8583729747465,3138.7383534027135,11,1610560297.524423,1
347,254.07277128219005,3131.59674167711,11,1610560297.524423,1
348,254.2871580142328,3106.601100637498,11,1610560297.524423,1
349,254.50153316867264,3147.665368059718,11,1610560297.524423,1
350,254.7158967433075,3233.364708766959,11,1610560297.524423,1
351,254.93024873593532,3179.8026208249335,11,1610560297.524423,1
352,255.14458914435403,3151.2361739225194,11,1610560297.524423,1
353,255.3589179663616,3163.7339944423256,11,1610560297.524423,1
354,255.5732351997559,3156.592382716722,11,1610560297.524423,1
355,255.78754084233492,3153.02157685392,11,1610560297.524423,1
356,256.0018348918966,3190.5150384133385,11,1610560297.524423,1
357,256.21611734623883,3222.6522911785537,11,1610560297.524423,1
358,256.43038820315957,3242.2917234239635,11,1610560297.524423,1
359,256.6446474604568,3163.7339944423256,11,1610560297.524423,1
360,256.8588951159283,3215.5106794529506,11,1610560297.524423,1
361,257.0731311673722,3228.0084999727565,11,1610560297.524423,1
362,257.28735561258634,3144.094562196916,11,1610560297.524423,1
363,257.5015684493686,3210.154470658748,11,1610560297.524423,1
364,257.7157696755171,3188.7296354819377,11,1610560297.524423,1
365,257.9299592888296,3244.0771263553643,11,1610560297.524423,1
366,258.14413728710406,3224.437694109955,11,1610560297.524423,1
367,258.3583036681385,3172.66100909933,11,1610560297.524423,1
368,258.5724584297308,3186.9442325505365,11,1610560297.524423,1
369,258.78660156967885,3333.347272925407,11,1610560297.524423,1
370,259.00073308578067,3201.2274560017436,11,1610560297.524423,1
371,259.2148529758341,3301.210020160192,11,1610560297.524423,1
372,259.4289612376372,3308.351631885795,11,1610560297.524423,1
373,259.64305786898785,3258.3603498065713,11,1610560297.524423,1
374,259.85714286768393,3238.7209175611615,11,1610560297.524423,1
375,260.0712162315234,3419.0466136326486,11,1610560297.524423,1
376,260.2852779583043,3336.918078788209,11,1610560297.524423,1
377,260.4993280458244,3354.7721081022178,11,1610560297.524423,1
378,260.71336649188174,3383.3385550046314,11,1610560297.524423,1
379,260.9273932942742,3494.033536751485,11,1610560297.524423,1
380,261.1414084507998,3381.5531520732306,11,1610560297.524423,1
381,261.35541195925646,3361.913719827821,11,1610560297.524423,1
382,261.569403817442,3463.68168691767,11,1610560297.524423,1
383,261.78338402315444,3492.2481338200837,11,1610560297.524423,1
384,261.9973525741917,3472.6087015746743,11,1610560297.524423,1
385,262.21130946835177,3397.6217784558385,11,1610560297.524423,1
386,262.42525470343253,3460.1108810548685,11,1610560297.524423,1
387,262.6391882772319,3549.3810276249114,11,1610560297.524423,1
388,262.8531101875478,3542.239415899308,11,1610560297.524423,1
389,263.0670204321783,3604.728518498338,11,1610560297.524423,1
390,263.28091900892116,3592.230697978532,11,1610560297.524423,1
391,263.49480591557443,3565.4496540075193,11,1610560297.524423,1
392,263.708681149936,3563.6642510761185,11,1610560297.524423,1
393,263.9225447098038,3627.9387566065493,11,1610560297.524423,1
394,264.1363965929758,3652.9343976461614,11,1610560297.524423,1
395,264.35023679725,3763.629379393015,11,1610560297.524423,1
396,264.5640653204241,3718.9943061079935,11,1610560297.524423,1
397,264.77788216029626,3788.625020432627,11,1610560297.524423,1
398,264.9916873146643,3713.6380973137907,11,1610560297.524423,1
399,265.2054807813263,3758.273170598812,11,1610560297.524423,1
400,265.41926255808,3763.629379393015,11,1610560297.524423,1
401,265.63303264272344,3749.346155941808,11,1610560297.524423,1
402,265.84679103305456,3658.290606440364,11,1610560297.524423,1
403,266.0605377268713,3856.4703318258594,11,1610560297.524423,1
404,266.27427272197156,3722.565111970795,11,1610560297.524423,1
405,266.48799601615326,3860.0411376886614,11,1610560297.524423,1
406,266.70170760721436,3781.4834087070235,11,1610560297.524423,1
407,266.91540749295285,3990.375551680924,11,1610560297.524423,1
408,267.12909567116657,3888.607584591075,11,1610560297.524423,1
409,267.3427721396535,3951.096687190105,11,1610560297.524423,1
410,267.5564368962116,3933.2426578760965,11,1610560297.524423,1
411,267.77008993863876,3958.2382989157086,11,1610560297.524423,1
412,267.98373126473297,4006.444178063532,11,1610560297.524423,1
413,268.1973608722921,4079.645698250967,11,1610560297.524423,1
414,268.41097875911413,3990.375551680924,11,1610560297.524423,1
415,268.624584922997,4113.568353947583,11,1610560297.524423,1
416,268.83817936173864,3983.2339399553207,11,1610560297.524423,1
417,269.05176207313696,4035.0106249659457,11,1610560297.524423,1
418,269.26533305498987,4040.366833760148,11,1610560297.524423,1
419,269.47889230509537,4170.701247752411,11,1610560297.524423,1
420,269.69243982125136,4134.993189124394,11,1610560297.524423,1
421,269.90597560125576,4195.696888792023,11,1610560297.524423,1
422,270.1194996429066,4109.997548084782,11,1610560297.524423,1
423,270.33301194400167,4242.117365008446,11,1610560297.524423,1
424,270.54651250233906,4070.718683593963,11,1610560297.524423,1
425,270.7600013157165,4306.391870538877,11,1610560297.524423,1
426,270.9734783819322,4208.194709311829,11,1610560297.524423,1
427,271.18694369878386,4154.632621369803,11,1610560297.524423,1
428,271.4003972640695,4217.121723968833,11,1610560297.524423,1
429,271.61383907558707,4195.696888792023,11,1610560297.524423,1
430,271.8272691311345,4227.834141557239,11,1610560297.524423,1
431,272.0406874285097,4283.181632430666,11,1610560297.524423,1
432,272.2540939655107,4249.258976734049,11,1610560297.524423,1
433,272.4674887399353,4376.02258486351,11,1610560297.524423,1
434,272.68087174958146,4293.89405001907,11,1610560297.524423,1
435,272.8942429922472,4445.653299188144,11,1610560297.524423,1
436,273.1076024657304,4452.794910913747,11,1610560297.524423,1
437,273.320950167829,4520.64022230698,11,1610560297.524423,1
438,273.5342860963409,4331.387511578489,11,1610560297.524423,1
439,273.7476102490641,4533.138042826786,11,1610560297.524423,1
440,273.9609226237965,4368.880973137907,11,1610560297.524423,1
441,274.174223218336,4533.138042826786,11,1610560297.524423,1
442,274.3875120304806,4449.224105050946,11,1610560297.524423,1
443,274.6007890580282,4515.284013512777,11,1610560297.524423,1
444,274.8140542987768,4488.502969541764,11,1610560297.524423,1
445,275.02730775052424,4542.06505748379,11,1610560297.524423,1
446,275.2405494110685,4559.919086797799,11,1610560297.524423,1
447,275.45377927820755,4609.910368877023,11,1610560297.524423,1
448,275.6669973497393,4493.859178335967,11,1610560297.524423,1
449,275.8802036234616,4597.412548357217,11,1610560297.524423,1
450,276.0933980971725,4588.485533700213,11,1610560297.524423,1
451,276.30658076866985,4675.970277338854,11,1610560297.524423,1
452,276.5197516357517,4711.678335966872,11,1610560297.524423,1
453,276.73291069621587,4686.68269492726,11,1610560297.524423,1
454,276.94605794786037,4724.176156486678,11,1610560297.524423,1
455,277.15919338848306,4690.2535007900615,11,1610560297.524423,1
456,277.37231701588195,4659.901650956247,11,1610560297.524423,1
